time,T_amb,q_server_kW,T_room,phi_room,X_room,vent_on,ac_on,m_dot_vent,Q_AC_kW,Q_AC_max_kW,m_dot_ac,W_comp_kW,W_fan_kW,W_el_kW,COP_eff,fan_limited,ac_overloaded,n_cycles_cum
8.75,6.85,4.85,14.970080521328455,0.3398378806439329,0.0036196909937039642,True,False,0.3586812241222283,0.0,0.0,0.0,0.0,0.048310708320893174,0.048310708320893174,100.3918213698079,False,False,1
8.833333333333334,7.07,4.87,17.025716234257906,0.30134590917670395,0.003660548796635115,True,False,0.6965253805770283,0.0,0.0,0.0,0.0,0.09389738523586712,0.09389738523586712,51.865129021076804,False,False,1
8.916666666666666,7.28,4.88,15.129300806163375,0.3470336982983917,0.003735110399929406,True,False,0.4448911011454026,0.0,0.0,0.0,0.0,0.06002538485972485,0.06002538485972485,81.29893729801518,False,False,1
9.0,7.5,4.9,16.503985265550842,0.32173959987559597,0.0037816029943097966,True,False,0.6649039234623186,0.0,0.0,0.0,0.0,0.08978885663133315,0.08978885663133315,54.57247350992632,False,False,1
9.083333333333334,7.7,4.92,15.458461764869709,0.35012755910017884,0.0038496714188311246,True,False,0.5270164018361408,0.0,0.0,0.0,0.0,0.07122549441287401,0.07122549441287401,69.07638957871116,False,False,1
9.166666666666666,7.9,4.93,16.21416143574669,0.33801371059278584,0.0039009239582975396,True,False,0.6567233828345568,0.0,0.0,0.0,0.0,0.08882635672684057,0.08882635672684057,55.50154460528838,False,False,1
9.25,8.1,4.95,15.67024507033155,0.35541828652862806,0.003961985545733515,True,False,0.5908084542917127,0.0,0.0,0.0,0.0,0.07997501653803796,0.07997501653803796,61.89432918273504,False,False,1
9.333333333333334,8.3,4.97,16.06008309153635,0.35134770732404585,0.00401585860249276,True,False,0.6674909938864011,0.0,0.0,0.0,0.0,0.09042771539996629,0.09042771539996629,54.96102580959214,False,False,1
9.416666666666666,8.5,4.98,15.808583360224484,0.3622886203270676,0.004075243803158194,True,False,0.6462229515205185,0.0,0.0,0.0,0.0,0.08761677974543333,0.08761677974543333,56.83842769009737,False,False,1
9.5,8.7,5.0,15.981917344084943,0.36323528458525367,0.004131813779993877,True,False,0.6917453094307029,0.0,0.0,0.0,0.0,0.09386423521796557,0.09386423521796557,53.26842527816178,False,False,1
9.583333333333334,8.87,5.0,15.886837870971343,0.37066873156145574,0.004191212867048235,True,False,0.6932421631179837,0.0,0.0,0.0,0.0,0.09413166874567604,0.09413166874567604,53.11708659398091,False,False,1
9.666666666666666,9.03,5.0,15.945792791866985,0.3739287519524457,0.004244404759193623,True,False,0.7188027106150383,0.0,0.0,0.0,0.0,0.09766525153489138,0.09766525153489138,51.19528103824855,False,False,1
9.75,9.2,5.0,15.909540764360424,0.3792081760947093,0.004294709771829718,True,False,0.7310473913626909,0.0,0.0,0.0,0.0,0.09939696824840599,0.09939696824840599,50.303345143328194,False,False,1
9.833333333333334,9.37,5.0,15.930845088315031,0.3831366490412394,0.004345469036523663,True,False,0.7534632511876486,0.0,0.0,0.0,0.0,0.10251492970491695,0.10251492970491695,48.773383685597786,False,False,1
9.916666666666666,9.53,5.0,15.918334988096964,0.3879682183728434,0.004397111884924043,True,False,0.7702102299130201,0.0,0.0,0.0,0.0,0.10486110967378964,0.10486110967378964,47.68211985887238,False,False,1
10.0,9.7,5.0,15.925158594590261,0.3921821399365307,0.0044471663527310265,True,False,0.7923389883342469,0.0,0.0,0.0,0.0,0.10794785634799038,0.10794785634799038,46.31865948205171,False,False,1
10.083333333333334,9.8,4.98,15.921255462692237,0.39683376509269985,0.004499164134189848,True,False,0.8046009402659131,0.0,0.0,0.0,0.0,0.10966267155264546,0.10966267155264546,45.41198868759335,False,False,1
10.166666666666666,9.9,4.97,15.90668642073183,0.4005420185286512,0.004537253987253589,True,False,0.8155145585644876,0.0,0.0,0.0,0.0,0.11119502761497142,0.11119502761497142,44.6962432277937,False,False,1
10.25,10.0,4.95,15.905898618041274,0.40349662686631493,0.004570737137499294,True,False,0.8291582233592798,0.0,0.0,0.0,0.0,0.11310101345625961,0.11310101345625961,43.76618607325168,False,False,1
10.333333333333334,10.1,4.93,15.889901212200037,0.4067285290598393,0.004602872105368688,True,False,0.8407228171807456,0.0,0.0,0.0,0.0,0.11472483133850231,0.11472483133850231,42.97238830060902,False,False,1
10.416666666666666,10.2,4.92,15.881544971257178,0.4097341816159805,0.004634643842580339,True,False,0.8540541958951697,0.0,0.0,0.0,0.0,0.11659115594100157,0.11659115594100157,42.19874106479963,False,False,1
10.5,10.3,4.9,15.877462047445048,0.41263351539150317,0.00466645728915604,True,False,0.8686294062933237,0.0,0.0,0.0,0.0,0.11862886199115427,0.11862886199115427,41.30529381935212,False,False,1
10.583333333333334,10.38,4.88,15.86336193852319,0.415814489685995,0.00469843094138555,True,False,0.8788410625328266,0.0,0.0,0.0,0.0,0.12006232765920438,0.12006232765920438,40.64555548058195,False,False,1
10.666666666666666,10.47,4.87,15.85397681434973,0.41848654062645335,0.004725992903722017,True,False,0.8918681668249091,0.0,0.0,0.0,0.0,0.12188641246514625,0.12188641246514625,39.95523292141025,False,False,1
10.75,10.55,4.85,15.850281765814762,0.42110235033636045,0.004754626515328247,True,False,0.9046570518459048,0.0,0.0,0.0,0.0,0.12367425147755752,0.12367425147755752,39.21592362238879,False,False,1
10.833333333333334,10.63,4.83,15.83622753482343,0.42383404466162594,0.004781372518293225,True,False,0.9160710611265384,0.0,0.0,0.0,0.0,0.12527523252345968,0.12527523252345968,38.55510704476649,False,False,1
