time,T_amb,q_server_kW,T_room,phi_room,X_room,vent_on,ac_on,m_dot_vent,Q_AC_kW,Q_AC_max_kW,m_dot_ac,W_comp_kW,fan_limited,ac_overloaded,n_cycles_cum
0.0,25.5,2.2,18.00580731529638,0.4955124558837597,0.006431847563044655,False,False,0.0,0.0,6.051647058823528,0.0,0.0,False,False,0
0.08333333333333333,25.42,2.18,20.987428519710274,0.4116466565623139,0.006431847563044655,False,False,0.0,0.0,6.058178823529412,0.0,0.0,False,False,0
0.16666666666666666,25.33,2.17,17.567538805361533,0.48209600309035905,0.006083859480845539,False,True,0.0,6.0655270588235295,6.0655270588235295,0.32478272774035044,1.9503500208648288,False,False,1
0.25,25.25,2.15,14.188652389661247,0.5719592137578667,0.00581237610690712,False,True,0.0,6.072058823529411,6.072058823529411,0.4242434558508745,1.9525254043614708,False,False,1
0.3333333333333333,25.17,2.13,10.987732169241557,0.6828148241705975,0.005622138320516432,False,True,0.0,6.0785905882352935,6.0785905882352935,0.5965713408099206,1.954777818868626,False,False,1
0.4166666666666667,25.08,2.12,8.736475040530287,0.7803577071905622,0.005523773603072127,False,True,0.0,5.131678927964183,5.131678927964183,0.7950046902523527,1.8804869748852124,False,False,1
0.5,25.0,2.1,11.613468480386846,0.6436994039273438,0.005523773603072127,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,1
0.5833333333333334,24.92,2.08,14.46306198272096,0.5342325353573119,0.005523773603072127,False,False,0.0,0.0,5.335176073690322,0.0,0.0,False,False,1
0.6666666666666666,24.83,2.07,17.29895551629385,0.445603708535746,0.005523773603072127,False,False,0.0,0.0,6.106350588235294,0.0,0.0,False,False,1
0.75,24.75,2.05,13.30944550368301,0.5733533545166386,0.005499944109513038,False,True,0.0,6.112882352941176,6.112882352941176,0.48436157471486296,1.9619293921849947,False,False,2
0.8333333333333334,24.67,2.03,9.95057403660078,0.7140254611967709,0.005484623849201046,False,True,0.0,5.894873411752512,5.894873411752511,0.6930210405189996,1.9465110132411338,False,False,2
0.9166666666666666,24.58,2.02,12.718166696263168,0.5943218100100898,0.005484623849201046,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,2
1.0,24.5,2.0,15.458357448404145,0.497530064334698,0.005484623849201046,False,False,0.0,0.0,5.712045228139981,0.0,0.0,False,False,2
1.0833333333333333,24.42,2.0,18.198548200545122,0.41807923088833426,0.005484623849201046,False,False,0.0,0.0,6.13982588235294,0.0,0.0,False,False,2
1.1666666666666667,24.33,2.0,14.007176489266124,0.5459444595622791,0.00548018050054508,False,True,0.0,6.147174117647059,6.147174117647059,0.45753446509000617,1.962864126299239,False,False,3
1.25,24.25,2.0,10.317225200171647,0.6957737348316262,0.005477151076612958,False,True,0.0,6.1537058823529405,6.1537058823529405,0.6714262503994982,1.9607125951557098,False,False,3
1.3333333333333333,24.17,2.0,8.049332882244096,0.8105688475251063,0.005475743577057192,False,True,0.0,4.925160595490815,4.925160595490815,0.9107239149168731,1.858437583445473,False,False,3
1.4166666666666667,24.08,2.0,10.789568323478452,0.674018784729384,0.005475743577057192,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,3
1.5,24.0,2.0,13.529803764712806,0.5627077427027226,0.005475743577057192,False,False,0.0,0.0,5.086308169910976,0.0,0.0,False,False,3
1.5833333333333335,23.92,2.0,16.27003920594716,0.4715966582222955,0.005475743577057192,False,False,0.0,0.0,6.020562248710213,0.0,0.0,False,False,3
1.6666666666666665,23.83,2.0,12.237858440393733,0.6123591681885301,0.005475452173461482,False,True,0.0,6.187997647058824,6.187997647058824,0.5402811734103473,1.9493932541331493,False,False,4
1.75,23.75,2.0,9.204170021496333,0.7495054900411445,0.005475282582067064,False,True,0.0,5.588460501877111,5.588460501877111,0.75978622827703,1.8984548034510742,False,False,4
1.8333333333333335,23.67,2.0,11.94440778268229,0.6242979097767349,0.005475282582067064,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,4
1.9166666666666665,23.58,2.0,14.684645543868246,0.522054249051311,0.005475282582067064,False,False,0.0,0.0,5.494278520410461,0.0,0.0,False,False,4
2.0,23.5,2.0,17.424883305054205,0.43822291647935824,0.005475282582067064,False,False,0.0,0.0,6.214941176470588,0.0,0.0,False,False,4
2.0833333333333335,23.43,2.0,13.240270156369549,0.5733840526304862,0.005475237803984994,False,True,0.0,6.220656470588235,6.220656470588235,0.49270171529816464,1.9385757520819376,False,False,5
2.1666666666666665,23.37,2.0,9.798701536185941,0.720108988014187,0.005475209243452705,False,True,0.0,5.958361876851734,5.958361876851734,0.7115861893126763,1.915586595917467,False,False,5
2.25,23.3,2.0,12.538939666447932,0.6003299475649484,0.005475209243452705,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,5
2.3333333333333335,23.23,2.0,15.279177796709924,0.5024319403045581,0.005475209243452705,False,False,0.0,0.0,5.718962631431685,0.0,0.0,False,False,5
2.4166666666666665,23.17,2.0,18.019415926971917,0.42209418456994086,0.005475209243452705,False,False,0.0,0.0,6.241884705882353,0.0,0.0,False,False,5
2.5,23.1,2.0,13.754353214029624,0.5544873570250614,0.00547520111533683,False,True,0.0,6.2476,6.2476,0.4722460644073687,1.9296240080000002,False,False,6
2.5833333333333335,23.02,2.02,10.110539985454544,0.705210723834034,0.005475195704609196,False,True,0.0,6.16598401443753,6.16598401443753,0.6931469030896035,1.9155936351748806,False,False,6
2.6666666666666665,22.93,2.03,7.944017545333771,0.816321119888594,0.005475193279786862,False,True,0.0,4.858643256385739,4.858643256385739,0.9356115105819173,1.8079990842706108,False,False,6
2.75,22.85,2.05,10.752761711197781,0.6756056885547561,0.005475193279786862,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,6
2.8333333333333335,22.77,2.07,13.588908259167779,0.5604895206066405,0.005475193279786862,False,False,0.0,0.0,5.092735958411584,0.0,0.0,False,False,6
2.9166666666666665,22.68,2.08,16.438755998190775,0.4665067623935232,0.005475193279786862,False,False,0.0,0.0,6.131522866067234,0.0,0.0,False,False,6
3.0,22.6,2.1,12.407247266036196,0.6055451871844554,0.005475192800802812,False,True,0.0,6.288423529411764,6.288423529411764,0.5410170332495862,1.8923914430449826,False,False,7
3.0833333333333335,22.53,2.12,9.371853152053742,0.7410714221501546,0.005475192522913412,False,True,0.0,5.706666017763518,5.706666017763518,0.7581822067242638,1.8423673006393233,False,False,7
3.1666666666666665,22.47,2.13,12.290206850398256,0.6102244048167901,0.005475192522913412,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,7
3.25,22.4,2.15,15.235962930886853,0.5038279875833732,0.005475192522913412,False,False,0.0,0.0,5.66957382340632,0.0,0.0,False,False,7
3.3333333333333335,22.33,2.17,18.209121393519524,0.4170894726506266,0.005475192522913412,False,False,0.0,0.0,6.310468235294118,0.0,0.0,False,False,7
3.4166666666666665,22.27,2.18,14.052268524207694,0.5438579277596772,0.0054751924516326135,False,True,0.0,6.315367058823529,6.315367058823529,0.47051415154760895,1.8661035461010127,False,False,8
3.5,22.2,2.2,10.417657694745783,0.6908756198944984,0.005475192404188002,False,True,0.0,6.321105882352941,6.321105882352941,0.6872008117840384,1.8599763923875432,False,False,8
3.5833333333333335,22.13,2.25,8.292768519741191,0.7971824911473387,0.005475192383001357,False,True,0.0,4.976239391257743,4.976239391257743,0.903936105695769,1.7540315368624602,False,False,8
3.6666666666666665,22.07,2.3,11.444042467120106,0.645284378637393,0.005475192383001357,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,8
3.75,22.0,2.35,14.663822369876824,0.5227481460174381,0.005475192383001357,False,False,0.0,0.0,5.367060881379871,0.0,0.0,False,False,8
3.8333333333333335,21.93,2.4,17.952108228011344,0.42388430215912415,0.005475192383001357,False,False,0.0,0.0,6.343277647058824,0.0,0.0,False,False,8
3.9166666666666665,21.87,2.45,14.062275879635543,0.5435048810606993,0.0054751923788896335,False,True,0.0,6.348204705882353,6.348204705882353,0.4823457913402262,1.8045303379252877,False,False,9
4.0,21.8,2.5,10.66887462918244,0.6793923825909602,0.0054751923762378476,False,True,0.0,6.353952941176471,6.353952941176471,0.690008992398281,1.7944443063252595,False,False,9
4.083333333333333,21.73,2.58,8.69844074359871,0.7755487935517955,0.005475192375076128,False,True,0.0,5.07644584308785,5.07644584308785,0.8812739664542436,1.702947981017207,False,False,9
4.166666666666667,21.67,2.67,12.356658760826608,0.6075627060164994,0.005475192375076128,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,9
4.25,21.6,2.75,16.12448630666059,0.47594935969683094,0.005475192375076128,False,False,0.0,0.0,5.732923423267442,0.0,0.0,False,False,9
4.333333333333333,21.53,2.83,12.75867750913357,0.5917348947339768,0.005475192374813972,False,True,0.0,6.3761247058823525,6.3761247058823525,0.5640594413309832,1.7406478804113126,False,False,10
4.416666666666667,21.47,2.92,10.224894196743389,0.6998342872944009,0.0054751923746718095,False,True,0.0,5.896229159082322,5.896229159082322,0.7478847706657021,1.7025399578816607,False,False,10
4.5,21.4,3.0,8.755156357637318,0.7725769121029006,0.005475192374615661,False,True,0.0,4.90693406586668,4.90693406586668,0.9242314828799295,1.6410799754544096,False,False,10
4.583333333333333,21.35,3.08,12.975123208974946,0.5834049650621054,0.005475192374615661,False,False,0.0,0.0,4.818774083633144,0.0,0.0,False,False,10
4.666666666666667,21.3,3.17,17.318400779994512,0.4411758687386568,0.005475192374615661,False,False,0.0,0.0,5.991149410588232,0.0,0.0,False,False,10
4.75,21.25,3.25,14.2315022817398,0.5375736604831161,0.005475192374604753,False,True,0.0,6.399117647058824,6.399117647058824,0.5112270217937579,1.687671169550173,False,False,11
