time,T_amb,q_server_kW,T_room,phi_room,X_room,vent_on,ac_on,m_dot_vent,Q_AC_kW,Q_AC_max_kW,m_dot_ac,W_comp_kW,W_fan_kW,W_el_kW,COP_eff,fan_limited,ac_overloaded,n_cycles_cum
0.0,13.4,2.2,14.996831787906203,0.6001224486782688,0.006431847563044655,False,False,0.0,0.0,7.3326,0.0,0.0,0.0,0.0,,False,False,0
0.08333333333333333,13.3,2.18,18.00580731529638,0.4955124558837597,0.006431847563044655,False,False,0.0,0.0,7.340199999999999,0.0,0.0,0.0,0.0,,False,False,0
0.16666666666666666,13.2,2.17,20.987428519710274,0.4116466565623139,0.006431847563044655,False,True,0.0,7.347799999999999,7.3478,0.39344289519226394,1.769155229167796,0.041003409910763164,1.8101586390785593,5.006958028056648,False,False,1
0.25,13.1,2.15,16.53835660180569,0.5099434757924672,0.006028370968529615,False,True,0.0,7.3553999999999995,7.3553999999999995,0.5604021489396845,1.7706228190424078,0.06981466926785732,1.8404374883102652,4.9264437472123745,False,False,1
0.3333333333333333,13.0,2.13,12.335316640120174,0.6363316216665031,0.005728720174055976,False,True,0.0,5.5822113904282915,5.5822113904282915,0.6897036730213403,1.6532235086371394,0.11652198731806347,1.7697454959552028,3.6529424235503205,False,False,1
0.4166666666666667,12.9,2.12,9.684280746626435,0.7384094076312029,0.005572244565542397,False,False,0.0,0.0,3.0840154135252127,0.0,0.0,0.0,0.0,,False,False,1
0.5,12.8,2.1,12.588415627549931,0.6088937516490304,0.005572244565542397,False,False,0.0,0.0,5.862799036329058,0.0,0.0,0.0,0.0,,False,False,1
0.5833333333333334,12.72,2.08,15.465153009596792,0.5051875198217619,0.005572244565542397,True,False,1.024852146131272,0.0,0.0,0.0,0.0,0.14134903706092353,0.14134903706092353,14.715346091133888,False,False,1
0.6666666666666666,12.63,2.07,14.894754409329675,0.5216508034134983,0.005546344564966055,True,False,0.8634041645868804,0.0,0.0,0.0,0.0,0.1190380607494183,0.1190380607494183,17.389396189488203,False,False,1
0.75,12.55,2.05,14.959101241197951,0.5168251387912091,0.005517618347525569,True,False,0.8399227925900771,0.0,0.0,0.0,0.0,0.11576278580421913,0.11576278580421913,17.708627049343907,False,False,1
0.8333333333333334,12.47,2.03,14.95243433950573,0.5143937292457408,0.005489052329060763,True,False,0.8123190424263297,0.0,0.0,0.0,0.0,0.11192167339102072,0.11192167339102072,18.137684493938806,False,False,1
